
test
1,exit
0,error
8.205999,task-clock
3232113,cycles
8100820,instructions
1683184,r533f00
4961721,cache-references
47861,cache-misses
0.009268266,seconds
1,exit
0,error
7.968319,task-clock
11886385,cycles
4793665,instructions
1683054,r533f00
4652483,cache-references
28677,cache-misses
0.008704686,seconds
1,exit
0,error
8.288808,task-clock
12349780,cycles
3478338,instructions
1357001,r533f00
4697419,cache-references
31654,cache-misses
0.009179628,seconds
1,exit
0,error
8.258791,task-clock
13264192,cycles
4717363,instructions
1681344,r533f00
4780766,cache-references
28459,cache-misses
0.009155569,seconds
1,exit
0,error
9.137653,task-clock
17826872,cycles
6999938,instructions
1686197,r533f00
5090200,cache-references
33031,cache-misses
0.010057738,seconds
1,exit
0,error
8.372970,task-clock
15214499,cycles
6484808,instructions
1685329,r533f00
4941172,cache-references
30103,cache-misses
0.009187484,seconds
1,exit
0,error
8.292786,task-clock
10583226,cycles
14648131,instructions
1685919,r533f00
5022464,cache-references
44515,cache-misses
0.008969216,seconds
1,exit
0,error
8.354745,task-clock
14620757,cycles
5666257,instructions
1684415,r533f00
4836335,cache-references
29149,cache-misses
0.009255596,seconds
1,exit
0,error
8.792608,task-clock
17116513,cycles
6838083,instructions
1685235,r533f00
5014599,cache-references
30422,cache-misses
0.009701535,seconds
1,exit
0,error
8.526992,task-clock
13076974,cycles
4311746,instructions
1679702,r533f00
4704030,cache-references
28662,cache-misses
0.009400170,seconds
1,exit
0,error
8.421917,task-clock
11928222,cycles
4443759,instructions
1681741,r533f00
4749440,cache-references
29353,cache-misses
0.009305321,seconds
1,exit
0,error
8.495168,task-clock
5947303,cycles
9808893,instructions
1686708,r533f00
3742993,cache-references
35436,cache-misses
0.009397688,seconds
1,exit
0,error
8.181548,task-clock
6990441,cycles
11406053,instructions
1689774,r533f00
3874225,cache-references
48597,cache-misses
0.009064834,seconds
1,exit
0,error
8.450371,task-clock
5990596,cycles
10312888,instructions
1687691,r533f00
3787966,cache-references
37570,cache-misses
0.009165953,seconds
1,exit
0,error
8.473554,task-clock
15897833,cycles
6787096,instructions
1683342,r533f00
4935742,cache-references
31992,cache-misses
0.009259735,seconds
1,exit
0,error
8.275197,task-clock
5946417,cycles
10249960,instructions
1690563,r533f00
3717545,cache-references
36600,cache-misses
0.009154096,seconds
1,exit
0,error
8.205271,task-clock
2334953,cycles
7366477,instructions
1689197,r533f00
4927827,cache-references
53787,cache-misses
0.008990268,seconds
1,exit
0,error
8.259137,task-clock
6310990,cycles
10604132,instructions
1689740,r533f00
3728841,cache-references
39135,cache-misses
0.009146005,seconds
1,exit
0,error
8.438631,task-clock
15444261,cycles
7390958,instructions
1686910,r533f00
4958104,cache-references
31532,cache-misses
0.009245086,seconds
1,exit
0,error
8.186973,task-clock
7586971,cycles
12057709,instructions
1688355,r533f00
4008190,cache-references
60117,cache-misses
0.008975361,seconds
1,exit
0,error
8.093196,task-clock
6081465,cycles
10831313,instructions
1690237,r533f00
3656115,cache-references
39284,cache-misses
0.008903998,seconds
1,exit
0,error
8.507973,task-clock
12371711,cycles
4059514,instructions
1657268,r533f00
4760714,cache-references
31748,cache-misses
0.009438639,seconds
1,exit
0,error
8.814752,task-clock
5551950,cycles
9544023,instructions
1686160,r533f00
5432129,cache-references
35307,cache-misses
0.009481814,seconds
1,exit
0,error
9.029782,task-clock
15661616,cycles
4670942,instructions
1678637,r533f00
4801374,cache-references
30442,cache-misses
0.009917548,seconds
1,exit
0,error
8.379982,task-clock
3163673,cycles
8276610,instructions
1685766,r533f00
4887406,cache-references
49181,cache-misses
0.009162520,seconds
1,exit
0,error
8.327166,task-clock
3192214,cycles
7711003,instructions
1685231,r533f00
4967394,cache-references
52639,cache-misses
0.009207946,seconds
1,exit
0,error
8.469946,task-clock
14640726,cycles
6069217,instructions
1685573,r533f00
4908901,cache-references
28902,cache-misses
0.009317234,seconds
1,exit
0,error
8.705206,task-clock
12669732,cycles
4008612,instructions
1610528,r533f00
4746179,cache-references
33121,cache-misses
0.009625097,seconds
1,exit
0,error
8.952143,task-clock
15160104,cycles
4693261,instructions
1678978,r533f00
4784094,cache-references
29028,cache-misses
0.009805123,seconds
1,exit
0,error
8.271178,task-clock
3425531,cycles
9035740,instructions
1687904,r533f00
5012459,cache-references
47671,cache-misses
0.009150842,seconds
1,exit
0,error
8.188899,task-clock
2609972,cycles
7455331,instructions
1686287,r533f00
4864571,cache-references
51740,cache-misses
0.008866537,seconds
1,exit
0,error
8.745608,task-clock
15905987,cycles
5265545,instructions
1681981,r533f00
4811488,cache-references
30239,cache-misses
0.009573825,seconds
1,exit
0,error
8.610301,task-clock
16277169,cycles
6624454,instructions
1684914,r533f00
4880487,cache-references
30960,cache-misses
0.009486806,seconds
1,exit
0,error
8.595152,task-clock
15681091,cycles
6988892,instructions
1687444,r533f00
4831197,cache-references
29845,cache-misses
0.009531057,seconds
1,exit
0,error
8.080811,task-clock
6736524,cycles
11629182,instructions
1688399,r533f00
3812634,cache-references
50300,cache-misses
0.008914867,seconds
1,exit
0,error
8.218741,task-clock
7400242,cycles
12203086,instructions
1685858,r533f00
3839791,cache-references
46822,cache-misses
0.009161904,seconds
1,exit
0,error
8.174610,task-clock
12698445,cycles
5072877,instructions
1684746,r533f00
4756801,cache-references
28077,cache-misses
0.008955725,seconds
1,exit
0,error
8.151448,task-clock
11669312,cycles
4433761,instructions
1680091,r533f00
4679718,cache-references
27308,cache-misses
0.008968480,seconds
1,exit
0,error
8.060883,task-clock
12329235,cycles
14627664,instructions
1689980,r533f00
3533715,cache-references
0.008893971,seconds
1,exit
0,error
8.064592,task-clock
7156720,cycles
11847010,instructions
1689781,r533f00
3840816,cache-references
53046,cache-misses
0.008860395,seconds
1,exit
0,error
8.343959,task-clock
6995456,cycles
11142674,instructions
1686783,r533f00
3793405,cache-references
44056,cache-misses
0.009276425,seconds
1,exit
0,error
8.501389,task-clock
15612395,cycles
7576314,instructions
1686795,r533f00
4843957,cache-references
29447,cache-misses
0.009373552,seconds
1,exit
0,error
8.385590,task-clock
13933048,cycles
5047128,instructions
1681063,r533f00
4848731,cache-references
27693,cache-misses
0.009149830,seconds
1,exit
0,error
8.635764,task-clock
16127764,cycles
7065047,instructions
1685867,r533f00
4880608,cache-references
30094,cache-misses
0.009435638,seconds
1,exit
0,error
8.190390,task-clock
6869323,cycles
11398728,instructions
1690574,r533f00
3748396,cache-references
45750,cache-misses
0.008953493,seconds
1,exit
0,error
8.713644,task-clock
16293240,cycles
7035825,instructions
1687962,r533f00
4871228,cache-references
31362,cache-misses
0.009569061,seconds
1,exit
0,error
8.514953,task-clock
7967254,cycles
12225896,instructions
1688755,r533f00
3782705,cache-references
45891,cache-misses
0.009333126,seconds
1,exit
0,error
8.510796,task-clock
15450712,cycles
6314616,instructions
1688515,r533f00
4940149,cache-references
30783,cache-misses
0.009327387,seconds
1,exit
0,error
7.978699,task-clock
3514769,cycles
8598703,instructions
1688110,r533f00
5018951,cache-references
33277,cache-misses
0.008854077,seconds
1,exit
0,error
8.507901,task-clock
16407134,cycles
7412483,instructions
1690905,r533f00
4896888,cache-references
31791,cache-misses
0.009350073,seconds
1,exit
0,error
8.297685,task-clock
12179359,cycles
3964719,instructions
1607883,r533f00
4687088,cache-references
29763,cache-misses
0.009165558,seconds
1,exit
0,error
8.850409,task-clock
16498680,cycles
7311863,instructions
1682851,r533f00
4949165,cache-references
29019,cache-misses
0.009784748,seconds
1,exit
0,error
8.318593,task-clock
10682951,cycles
14534784,instructions
1691443,r533f00
4654821,cache-references
17293,cache-misses
0.009055560,seconds
1,exit
0,error
8.668567,task-clock
15551647,cycles
6149737,instructions
1680968,r533f00
4838791,cache-references
31344,cache-misses
0.009502716,seconds
1,exit
0,error
8.444118,task-clock
6865519,cycles
10933631,instructions
1684852,r533f00
3804067,cache-references
43547,cache-misses
0.009293925,seconds
1,exit
0,error
8.432983,task-clock
6129622,cycles
10458985,instructions
1685693,r533f00
3788229,cache-references
37003,cache-misses
0.009171422,seconds
1,exit
0,error
8.545742,task-clock
12485768,cycles
4038764,instructions
1654270,r533f00
4692085,cache-references
32995,cache-misses
0.009447058,seconds
1,exit
0,error
8.831541,task-clock
12465990,cycles
3614785,instructions
1441361,r533f00
4736619,cache-references
34644,cache-misses
0.009775513,seconds
1,exit
0,error
8.491235,task-clock
5549603,cycles
9313595,instructions
1688064,r533f00
3797534,cache-references
35216,cache-misses
0.009387493,seconds
1,exit
0,error
8.552232,task-clock
14427654,cycles
5545629,instructions
1684927,r533f00
4851024,cache-references
29466,cache-misses
0.009435544,seconds

tiny
0,exit
0,error
12507.893286,task-clock
27505306708,cycles
30883855935,instructions
18808824253,r533f00
6680011790,cache-references
29740582,cache-misses
12.535594231,seconds
0,exit
0,error
12682.069508,task-clock
27887468409,cycles
30902735687,instructions
18828784288,r533f00
6743693455,cache-references
78697297,cache-misses
12.709449399,seconds
0,exit
0,error
12677.607726,task-clock
27861906083,cycles
30913133982,instructions
18830865050,r533f00
6691997936,cache-references
38740038,cache-misses
12.701908460,seconds
0,exit
0,error
12673.346069,task-clock
27866743589,cycles
30874805548,instructions
18784978207,r533f00
6700034043,cache-references
78303154,cache-misses
12.701981211,seconds
0,exit
0,error
12708.509475,task-clock
27930945006,cycles
30949978766,instructions
18759029404,r533f00
6705952546,cache-references
73754165,cache-misses
12.730872022,seconds
0,exit
0,error
12773.969792,task-clock
28067500441,cycles
30924399381,instructions
18788191924,r533f00
6745544354,cache-references
79234594,cache-misses
12.799641319,seconds
0,exit
0,error
12640.402419,task-clock
27791131809,cycles
30870166345,instructions
18768170056,r533f00
6693928735,cache-references
36285916,cache-misses
12.662311822,seconds
0,exit
0,error
12573.744490,task-clock
27643626510,cycles
30923566588,instructions
18793831735,r533f00
6667558479,cache-references
73700810,cache-misses
12.602066752,seconds
0,exit
0,error
12586.248775,task-clock
27671399024,cycles
30902876950,instructions
18763089262,r533f00
6688113745,cache-references
74231448,cache-misses
12.611433144,seconds
0,exit
0,error
12701.343912,task-clock
27928808550,cycles
30920838940,instructions
18779806902,r533f00
6743410768,cache-references
74500938,cache-misses
12.723339059,seconds
0,exit
0,error
12552.941506,task-clock
27588136531,cycles
30877180889,instructions
18805383422,r533f00
6690131027,cache-references
49362859,cache-misses
12.578262414,seconds
0,exit
0,error
12585.685823,task-clock
27674439228,cycles
30908296940,instructions
18756108385,r533f00
6700964351,cache-references
36214502,cache-misses
12.607753117,seconds
0,exit
0,error
12615.815266,task-clock
27738446996,cycles
30952975576,instructions
18823355779,r533f00
6693637765,cache-references
36323449,cache-misses
12.647781300,seconds
0,exit
0,error
12629.164055,task-clock
27762229252,cycles
31001387376,instructions
18785757165,r533f00
6676572737,cache-references
32730049,cache-misses
12.651500287,seconds
0,exit
0,error
12644.958251,task-clock
27784064633,cycles
30972031015,instructions
18809662206,r533f00
6657182550,cache-references
29565548,cache-misses
12.667434805,seconds
0,exit
0,error
12727.917344,task-clock
27971152735,cycles
30915161217,instructions
18776195512,r533f00
6700138735,cache-references
77796595,cache-misses
12.752020766,seconds
0,exit
0,error
12614.972837,task-clock
27724272722,cycles
30940607555,instructions
18765950924,r533f00
6680822935,cache-references
48696138,cache-misses
12.636501873,seconds
0,exit
0,error
12717.351274,task-clock
27950599598,cycles
30904942885,instructions
18760456189,r533f00
6720672828,cache-references
74724250,cache-misses
12.747922659,seconds
0,exit
0,error
12518.453195,task-clock
27508534623,cycles
30940791895,instructions
18822705924,r533f00
6704234574,cache-references
38120681,cache-misses
12.539895498,seconds
0,exit
0,error
12579.572207,task-clock
27660482521,cycles
30917141195,instructions
18801610722,r533f00
6676307630,cache-references
29601183,cache-misses
12.601748875,seconds
0,exit
0,error
12526.530191,task-clock
27531112015,cycles
30921798171,instructions
18824898555,r533f00
6674592531,cache-references
48583717,cache-misses
12.547749988,seconds
0,exit
0,error
12525.157917,task-clock
27517711835,cycles
30913893039,instructions
18820026139,r533f00
6696607917,cache-references
38647959,cache-misses
12.547186441,seconds
0,exit
0,error
12728.957789,task-clock
27983699483,cycles
30880956851,instructions
18846422681,r533f00
6744242347,cache-references
78606639,cache-misses
12.756347762,seconds
0,exit
0,error
12761.157110,task-clock
28048119700,cycles
30915456313,instructions
18750586431,r533f00
6685544542,cache-references
78174797,cache-misses
12.782861620,seconds
0,exit
0,error
12789.037638,task-clock
28113347713,cycles
30963697350,instructions
18832859440,r533f00
6743193134,cache-references
78449529,cache-misses
12.812240012,seconds
0,exit
0,error
12676.503203,task-clock
27858623380,cycles
30895308784,instructions
18830538025,r533f00
6683591957,cache-references
36495355,cache-misses
12.698352584,seconds
0,exit
0,error
12652.715973,task-clock
27816747529,cycles
30946531367,instructions
18802327592,r533f00
6685174957,cache-references
49477107,cache-misses
12.676099804,seconds
0,exit
0,error
12755.480511,task-clock
28033558709,cycles
30915282413,instructions
18745186168,r533f00
6706560673,cache-references
78324761,cache-misses
12.783694756,seconds
0,exit
0,error
12799.312638,task-clock
28145289741,cycles
30946872760,instructions
18795883794,r533f00
6735190839,cache-references
78349014,cache-misses
12.821937086,seconds
0,exit
0,error
12700.966572,task-clock
27913654453,cycles
30878931461,instructions
18815879113,r533f00
6679946009,cache-references
38702939,cache-misses
12.723396182,seconds
0,exit
0,error
12745.908948,task-clock
27997633425,cycles
30868952447,instructions
18817160639,r533f00
6736736615,cache-references
74330184,cache-misses
12.767924409,seconds
0,exit
0,error
12599.961293,task-clock
27706338160,cycles
30874798569,instructions
18777397015,r533f00
6705291179,cache-references
73830698,cache-misses
12.622633027,seconds
0,exit
0,error
12627.353748,task-clock
27752846930,cycles
30932425379,instructions
18769417253,r533f00
6679751935,cache-references
48826369,cache-misses
12.654518843,seconds
0,exit
0,error
12646.464263,task-clock
27798381846,cycles
30895875391,instructions
18788234594,r533f00
6717158487,cache-references
32884080,cache-misses
12.668646021,seconds
0,exit
0,error
12616.510718,task-clock
27740924267,cycles
30948610910,instructions
18772573088,r533f00
6671554331,cache-references
29661555,cache-misses
12.638759026,seconds
0,exit
0,error
12669.467540,task-clock
27848840350,cycles
30918838721,instructions
18767414597,r533f00
6693815760,cache-references
78282913,cache-misses
12.691620057,seconds
0,exit
0,error
13467.155883,task-clock
29596294810,cycles
30912232262,instructions
18758417164,r533f00
6709111762,cache-references
78426862,cache-misses
13.490266786,seconds
0,exit
0,error
12508.462412,task-clock
27499918911,cycles
30916892022,instructions
18808429143,r533f00
6681488893,cache-references
38674539,cache-misses
12.538026371,seconds
0,exit
0,error
12582.172714,task-clock
27654095230,cycles
30902667846,instructions
18762633998,r533f00
6686727538,cache-references
36183291,cache-misses
12.603512892,seconds
0,exit
0,error
12559.728450,task-clock
27604342738,cycles
30932294913,instructions
18768692943,r533f00
6665708241,cache-references
36204208,cache-misses
12.581332118,seconds
0,exit
0,error
12706.883549,task-clock
27940672301,cycles
30910504011,instructions
18809866389,r533f00
6685976210,cache-references
33245726,cache-misses
12.731068160,seconds
0,exit
0,error
12675.175604,task-clock
27861086141,cycles
30870578422,instructions
18825907739,r533f00
6682509637,cache-references
49155401,cache-misses
12.697795915,seconds
0,exit
0,error
12717.905566,task-clock
27963543344,cycles
30899414638,instructions
18763126046,r533f00
6694470820,cache-references
74141978,cache-misses
12.745865986,seconds
0,exit
0,error
12566.400726,task-clock
27619435880,cycles
30909657512,instructions
18863388806,r533f00
6736620468,cache-references
32675530,cache-misses
12.588958744,seconds
0,exit
0,error
12753.344589,task-clock
28029373362,cycles
30874444859,instructions
18792435181,r533f00
6709983693,cache-references
74187719,cache-misses
12.775576061,seconds
0,exit
0,error
12594.848704,task-clock
27681695572,cycles
30875569759,instructions
18801227976,r533f00
6696601742,cache-references
49096289,cache-misses
12.616541995,seconds
0,exit
0,error
12698.333557,task-clock
27906802023,cycles
30938375253,instructions
18816464880,r533f00
6682312895,cache-references
32807697,cache-misses
12.721846568,seconds
0,exit
0,error
12839.511542,task-clock
28232632947,cycles
30923985523,instructions
18817586155,r533f00
6687641539,cache-references
78700934,cache-misses
12.868287097,seconds
0,exit
0,error
12721.483701,task-clock
27958666959,cycles
30924726318,instructions
18771342738,r533f00
6698442044,cache-references
73611593,cache-misses
12.743272274,seconds
0,exit
0,error
